,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
818,Corn Cup 4.5Oz McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Cup (128g),89.6,16,2.56,2,0.5,0,0,240.64,4.48,5.333333333,3.413333333,3.125,2.5,0,0,10.02666667,0.358169469,6.656616162,1.214710978,0.401411211,0.029935638
819,Corn pancake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (96.31g),67.65,12.07,0.44,1.96,1.26,1.17,0.73,135.98,3.3825,4.023333333,0.586666667,3.0625,6.3,4.68,0.243333333,5.665833333,0.64054841,4.563989899,1.041412413,0.675574559,0.029336926
820,Corn snack cheese flavoured commercial,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (45g),270.9,33.03,3.2,14.04,6.3,0.95,26.19,317.25,13.545,11.01,4.266666667,21.9375,31.5,3.8,8.73,13.21875,0.253161788,15.94056818,1.095948311,0.240818484,0.210148181
821,Corn snack chicken flavoured commercial,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (45g),234.46,32.94,2.66,10.26,4.46,0.59,2.7,474.75,11.723,10.98,3.546666667,16.03125,22.3,2.36,0.9,19.78125,0.218869561,16.19204545,1.272659393,0.215949096,0.153569825
822,Corn starch,MISCELLANEOUS,Others,Cup (135.2g),515.11,123.4,0.41,0.14,0.01,1.22,0,12.17,25.7555,41.13333333,0.546666667,0.21875,0.05,4.88,0,0.507083333,0.189104406,15.38497475,0.575021014,0.41247692,0.002095495
823,Corn on cob boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Cylindrical Piece/Tube (130g),120.9,29.03,4.04,0.96,0.15,3.64,0,326.3,6.045,9.676666667,5.386666667,1.5,0.75,14.56,0,13.59583333,1.628375854,8.442853535,1.198417819,1.956434672,0.014369106
824,Corn on cob raw,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Whole (300g),294,62.1,9.84,2.34,0.36,8.4,0,15,14.7,20.7,13.12,3.65625,1.8,33.6,0,0.625,3.102070381,8.269507576,0.526720228,5.456350365,0.035024697
825,Crab finger,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (30g),46.8,3.9,3.96,1.71,0.31,0.39,3,171.6,2.34,1.3,5.28,2.671875,1.55,1.56,1,7.15,1.194437389,4.032746212,1.207409046,1.136212625,0.025594971
826,Crab blue raw,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),1 portion (21g),18.27,0.01,3.79,0.23,0.05,0,16.38,61.53,0.9135,0.003333333,5.053333333,0.359375,0.25,0,5.46,2.56375,1.239669729,1.308920455,0.684045181,1.100075285,0.003442598
827,Crab blue/sea boiled,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),Whole (262g),222.67,1.31,47.16,3.14,0.42,0,180.78,843.64,11.1335,0.436666667,62.88,4.90625,2.1,0,60.26,35.15166667,1.427513762,13.8447601,1.141035983,1.157529634,0.046998952
828,Crab freshwater boiled,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),Whole (262g),280.35,6.03,50.3,6.03,0.81,0,188.64,699.54,14.0175,2.01,67.06666667,9.421875,4.05,0,62.88,29.1475,1.480007329,13.92070076,0.926965258,1.218341735,0.09025595
829,Crabmeat,FISH AND FISH PRODUCTS,Crustaceans (eg crabs lobsters crayfish),1 portion (45g),27.9,0.5,5.22,0.54,0.09,0,29.25,121.5,1.395,0.166666667,6.96,0.84375,0.45,0,9.75,5.0625,0.9753736,2.362689394,0.986509142,0.835659613,0.008082622
830,Cracker high fat small round biscuit sprinkled with salt,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (14g),68.16,8.5,1.06,3.33,1.69,0.48,1.4,93.24,3.408,2.833333333,1.413333333,5.203125,8.45,1.92,0.466666667,3.885,0.414057477,4.334829545,0.983400532,0.411277221,0.049842838
831,Cracker peanut,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cup (88g),418,50.78,13.38,17.95,4.28,2.82,0,457.6,20.9,16.92666667,17.84,28.046875,21.4,11.28,0,19.06666667,0.912204494,21.85118056,0.997770802,0.94904943,0.268672354
832,Cracker with cheese filling,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Whole (7g),33.39,4.32,0.65,1.48,0.43,0.13,0.14,98.07,1.6695,1.44,0.866666667,2.3125,2.15,0.52,0.046666667,4.08625,0.330913432,2.974128788,1.114114549,0.348740949,0.022152372
833,Cranberries dried,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (121.21g),373.33,92.92,0.08,1.66,0.12,6.91,0,3.64,18.6665,30.97333333,0.106666667,2.59375,0.6,27.64,0,0.151666667,1.341856987,11.67392677,0.593594527,2.857804976,0.02484658
834,Crayfish hor fun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (602g),514.11,73.81,12.82,18.66,6.74,7.83,44.55,1544.73,25.7055,24.60333333,17.09333333,29.15625,33.7,31.32,14.85,64.36375,0.739758393,39.50424242,1.479254926,0.698508084,0.279299506
835,Crayfish raw,FISH AND FISH PRODUCTS,Shellfish and roe (eg all bivalves),1 portion (30g),23.1,0,4.77,0.29,0.05,0,34.2,17.4,1.155,0,6.36,0.453125,0.25,0,11.4,0.725,1.094287681,0.726041667,0.336910286,0.940133038,0.004340668
836,Crayfish steamed,FISH AND FISH PRODUCTS,Shellfish and roe (eg all bivalves),1 portion (25g),20.5,0,4.2,0.3,0.05,0,33.25,23.5,1.025,0,5.6,0.46875,0.25,0,11.08333333,0.979166667,0.976460331,0.815972222,0.402949246,0.839737582,0.004490346
837,Cream cheese dip flavoured,MILK AND MILK PRODUCTS,Cheeses,Tablespoon (22g),53.05,1.83,1.01,4.75,3.12,0,12.76,149.6,2.6525,0.61,1.346666667,7.421875,15.6,0,4.253333333,6.233333333,0.110728782,5.106887626,1.398189631,0.093716473,0.071097141
838,Cream cheese powder,MILK AND MILK PRODUCTS,Cheeses,Tablespoon (20g),140.2,2.32,2.78,13.26,3.88,0,42,141.2,7.01,0.773333333,3.706666667,20.71875,19.4,0,14,5.883333333,0.192506232,9.481906566,1.183758622,0.160138249,0.198473282
839,Cream cracker plain,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (9g),40.35,5.16,0.83,1.83,0.94,0.23,0.27,72.45,2.0175,1.72,1.106666667,2.859375,4.7,0.92,0.09,3.01875,0.401511672,2.890284091,0.957840627,0.41250053,0.027391109
840,Cream cracker wholemeal,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (7.71g),37.55,4.04,0.67,2.08,1.01,0.31,0.46,44.41,1.8775,1.346666667,0.893333333,3.25,5.05,1.24,0.153333333,1.850416667,0.47249432,2.485593434,0.863803105,0.47772335,0.031133064
841,Cream extract,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Gram (1g),4.59,0.82,0.01,0.14,0.09,0,0.52,0.8,0.2295,0.273333333,0.013333333,0.21875,0.45,0,0.173333333,0.033333333,0.01526008,0.516755051,0.42029691,0.030092157,0.002095495
842,Cream puff,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (34g),114.55,7.67,1.96,8.45,5.13,0.57,47.84,59.6,5.7275,2.556666667,2.613333333,13.203125,25.65,2.28,15.94666667,2.483333333,0.229134474,6.422758838,0.954702168,0.196489819,0.126478072
843,Cream soda,BEVERAGES,Non-alcoholic beverages,Can (330g),169.57,43.89,0,0,0,0,0,39.6,8.4785,14.63,0,0,0,0,0,1.65,0,6.203333333,0.654463611,0,0
844,Cream pure,MILK AND MILK PRODUCTS,Cream,Cup (200g),661.72,3.6,4.6,71,45.6,0,202,72,33.086,1.2,6.133333333,110.9375,228,0,67.33333333,3,0.045945542,38.74886364,1.136797032,0.037012526,1.062715162
845,Cream reduced fat canned,MILK AND MILK PRODUCTS,Cream,Tablespoon (15g),0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0.1875,0,0.395833333,0.395833333,0,0
846,Cream sour,MILK AND MILK PRODUCTS,Cream,Tablespoon (20g),74.28,0.58,0.46,7.94,5.51,0,26.2,5.8,3.714,0.193333333,0.613333333,12.40625,27.55,0,8.733333333,0.241666667,0.036992441,4.619608586,0.979976365,0.030484522,0.118844484
847,Cream whipping,MILK AND MILK PRODUCTS,Cream,Tablespoon (3g),9.09,0.16,0.1,0.91,0.59,0,2.58,1.38,0.4545,0.053333333,0.133333333,1.421875,2.95,0,0.86,0.0575,0.061955775,0.845852273,0.581541611,0.06169983,0.013620715
848,Creamer non dairy liquid,MISCELLANEOUS,Non dairy creamer whiteners,Cup (240g),325.55,27.31,2.4,23.93,4.65,0,0,190.08,16.2775,9.103333333,3.2,37.390625,23.25,0,0,7.92,0.137036965,18.74717803,1.085063119,0.134885927,0.358179913
849,Creamer non dairy powder,MISCELLANEOUS,Non dairy creamer whiteners,Tablespoon (10g),54.6,5.5,0.48,3.55,3.25,0,0,18.1,2.73,1.833333333,0.64,5.546875,16.25,0,0,0.754166667,0.070378652,3.100347222,0.831192285,0.064862126,0.053135758
850,Crispy crab claws,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (81g),174.96,20.25,6.64,7.45,3.48,0,8.1,668.25,8.748,6.75,8.853333333,11.640625,17.4,0,2.7,27.84375,0.340222917,15.94933712,1.636165072,0.312332335,0.111510253
851,Crispy pork floss,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Packet (30g),117.6,15.66,9.69,1.77,0.63,0.9,5.4,410.1,5.88,5.22,12.92,2.765625,3.15,3.6,1.8,17.0875,1.204616415,8.740132576,1.270368107,1.18348706,0.02649304
852,Crocodile meat raw unspecified cut,MEAT AND MEAT PRODUCTS,Others (frog venison turtle etc),1 portion (282g),403.26,2.26,54.71,18.33,5.89,0,67.68,214.32,20.163,0.753333333,72.94666667,28.640625,29.45,0,22.56,8.93,2.199180784,13.13081439,0.620460917,1.798864818,0.274360126
853,Crocodile meat stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (37g),101.38,5.14,10.55,4.29,0.64,0.56,15.54,68.45,5.069,1.713333333,14.06666667,6.703125,3.2,2.24,5.18,2.852083333,2.149399481,4.073554293,0.671206837,2.000685026,0.064211944
854,Croissant,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Piece (16g),68.64,8.91,1.39,3.46,2.13,0.32,3.68,65.76,3.432,2.97,1.853333333,5.40625,10.65,1.28,1.226666667,2.74,0.353293626,4.089962121,0.922825388,0.347209397,0.051788654
855,Croissant almond,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (84g),379.09,33.05,7.77,23.98,10.81,2.08,44.52,255.44,18.9545,11.01666667,10.36,37.46875,54.05,8.32,14.84,10.64333333,0.421671756,20.12463384,1.008526089,0.379336196,0.358928304
856,Croissant with egg cheese and ham,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),1 portion (152g),474.24,24.2,18.92,33.58,17.48,0,212.8,1080.72,23.712,8.066666667,25.22666667,52.46875,87.4,0,70.93333333,45.03,0.266244128,35.76625,1.447323163,0.222187644,0.502619368
857,Croutons plain,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Cup (30g),122.1,20.52,3.57,1.98,0.45,1.53,0,209.4,6.105,6.84,4.76,3.09375,2.25,6.12,0,8.725,1.088633387,6.574734848,0.925367326,1.274004684,0.029636282
858,Crystal dumpling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (42g),59.22,9.24,1.01,2.02,0.8,1.05,4.62,171.78,2.961,3.08,1.346666667,3.15625,4,4.2,1.54,7.1575,0.706161397,4.763977273,1.202720846,0.708454407,0.030234995
859,Cucumber hairy raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (410g),65.65,12.71,2.87,0.41,0.12,2.87,0,12.3,3.2825,4.236666667,3.826666667,0.640625,0.6,11.48,0,0.5125,4.264559377,1.910435606,0.446102885,6.965491088,0.006136806
860,Cucumber pickled,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),1 portion (145.63g),18.8,3.64,1.17,0,0,0.87,0,6.41,0.94,1.213333333,1.56,0,0,3.48,0,0.267083333,3.919914211,0.758118687,0.390782828,8.350707629,0
861,Cucumber raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Whole (270g),43.24,9.18,1.35,0,0,1.62,0,35.1,2.162,3.06,1.8,0,0,6.48,0,1.4625,2.807316036,1.73719697,0.549398156,4.568906056,0
862,Cucumber raw Japanese,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Slice (6g),0.66,0.1,0.06,0.01,0,0.02,0,0.12,0.033,0.033333333,0.08,0.015625,0,0.08,0,0.005,0.374850912,0.349905303,0.338727302,8.421052632,0.000149678
863,Cultured milk drink,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Bottle (131g),89.08,21.09,0.79,0.26,0.17,0,0,18.34,4.454,7.03,1.053333333,0.40625,0.85,0,0,0.764166667,0.178685439,3.279835859,0.601363377,0.347166909,0.003891633
864,Cultured milk drink reduced sugar,HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Dairy products,Bottle (65g),28.6,6.24,0.91,0.07,0,0.13,0,22.1,1.43,2.08,1.213333333,0.109375,0,0.52,0,0.920833333,0.777607091,1.417342172,0.583268383,1.474654378,0.001047747
865,Cumin seeds white,MISCELLANEOUS,Herbs spices condiments,Teaspoon (2.1g),7.88,0.93,0.37,0.47,0.03,0.22,0,3.53,0.394,0.31,0.493333333,0.734375,0.15,0.88,0,0.147083333,1.761347516,0.713213384,0.511630835,3.974436272,0.007034875
866,Cupcake iced commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Slice (40g),148.61,22.36,1.88,5.96,2.56,0.44,21.6,148,7.4305,7.453333333,2.506666667,9.3125,12.8,1.76,7.2,6.166666667,0.250579019,8.150025253,0.966730947,0.253989672,0.089208202
867,Curry chicken with potato skin removed,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (220g),302.57,12.12,21.87,18.5,6.91,4.27,116.62,611.6,15.1285,4.04,29.16,28.90625,34.55,17.08,38.87333333,25.48333333,0.980577507,19.4147096,1.203751719,0.8109779,0.276904655
868,Curry chicken with low fat milk Indian style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (274.08g),452.7,5.29,53.8,24.04,7.65,3.51,179.58,729.05,22.635,1.763333333,71.73333333,37.5625,38.25,14.04,59.86,30.37708333,1.403641011,23.19561869,0.981409718,1.13515287,0.359826373
869,Curry chicken with low fat milk skin removed Indian style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (268.9g),401.39,6.7,53.78,17.72,5.81,3.9,167.42,641.33,20.0695,2.233333333,71.70666667,27.6875,29.05,15.6,55.80666667,26.72208333,1.632920575,18.80925505,0.89272432,1.326362738,0.265229756
870,Curry eggplant,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (231g),241.27,12.24,4.16,19.4,9.24,5.31,0,1009.47,12.0635,4.08,5.546666667,30.3125,46.2,21.24,0,42.06125,0.644872915,25.29791667,1.936534364,0.533999171,0.290375692
871,Curry fish,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (632.67g),502.02,22.14,44.92,25.31,11.39,10.12,316.34,2682.52,25.101,7.38,59.89333333,39.546875,56.95,40.48,105.4466667,111.7716667,0.823703826,52.22981692,2.001065742,0.6707893,0.378835504
872,Curry fish head,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (1320.5g),1391.83,48.86,91.11,91.11,60.74,18.49,448.97,4793.42,69.5915,16.28666667,121.48,142.359375,303.7,73.96,149.6566667,199.7258333,0.665017383,118.0429482,1.672197761,0.54088012,1.363718006
873,Curry green dhal without coconut milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Bowl-dessert (15 cm) (141.2g),111.52,11.78,9.18,3.08,0.64,5.72,0,280.85,5.576,3.926666667,12.24,4.8125,3.2,22.88,0,11.70208333,3.707501023,6.572739899,0.999504243,3.430008505,0.046100883
874,Curry lean mutton with potato Indian style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (197.1g),266.09,9.26,32.52,11.04,5.38,2.37,147.83,638.6,13.3045,3.086666667,43.36,17.25,26.9,9.48,49.27666667,26.60833333,1.104561647,15.78792929,1.10370368,0.910332114,0.165244724
875,Curry minced lamb lean and potato,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (154.03g),207.94,11.86,15.25,11.09,6.13,2.62,86.26,331.16,10.397,3.953333333,20.33333333,17.328125,30.65,10.48,28.75333333,13.79833333,0.875790144,11.82881944,1.037888869,0.737172842,0.165993115
876,Curry powder fish,MISCELLANEOUS,Herbs spices condiments,Tablespoon (7g),12.39,0.46,0.04,1.14,0.51,0.06,0,33.88,0.6195,0.153333333,0.053333333,1.78125,2.55,0.24,0,1.411666667,0.128056895,1.446123737,0.892944574,0.128060538,0.017063314
877,Curry puff beef,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (78.4g),265.78,24.38,7.29,15.44,9.25,2.2,26.66,454.72,13.289,8.126666667,9.72,24.125,46.25,8.8,8.886666667,18.94666667,0.480102261,17.3790404,1.21625309,0.423932824,0.231103128
878,Curry puff chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (115g),339.25,26.8,8.4,22.08,9.46,3.34,24.15,388.7,16.9625,8.933333333,11.2,34.5,47.3,13.36,8.05,16.19583333,0.626279829,20.07558081,1.117638458,0.554975991,0.330489448
879,Curry puff frozen deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (90g),318.6,25.83,9.63,19.62,9.26,1.53,0,409.5,15.93,8.61,12.84,30.65625,46.3,6.12,0,17.0625,0.531814253,19.18503788,1.133197748,0.478229341,0.293668612
880,Curry puff potato and mutton filling deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (138g),401.58,42.5,8.42,21.94,10.86,3.86,22.08,800.4,20.079,14.16666667,11.22666667,34.28125,54.3,15.44,7.36,33.35,0.512269197,27.5607197,1.307496546,0.463409477,0.328393953
881,Curry pumpkin and long beans,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (133.3g),89.31,4.96,3.2,6.27,4.63,1.87,9.28,261.8,4.4655,1.653333333,4.266666667,9.796875,23.15,7.48,3.093333333,10.90833333,0.67137923,7.609614899,1.392299863,0.564510639,0.093848226
882,Curry sauce McDonald's,MISCELLANEOUS,Sauces gravies (manufactured),Packet (25.5g),36.72,6.17,0.48,1.1,0.67,0.28,0,221.34,1.836,2.056666667,0.64,1.71875,3.35,1.12,0,9.2225,0.250707705,4.694356061,1.655273646,0.244300239,0.016464601
883,Curry Zazzle Baked Rice Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (340g),564.4,68.99,20.4,23.09,10.2,6.09,27.2,870.4,28.22,22.99666667,27.2,36.078125,51,24.36,9.066666667,36.26666667,0.868445874,32.07250631,1.097621708,0.827918429,0.345606945
884,Curry beef,OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (90g),130.14,7.74,13.14,5.13,2.47,1.29,58.09,66.6,6.507,2.58,17.52,8.015625,12.35,5.16,19.36333333,2.775,1.278732353,4.712026515,0.627684363,1.106467403,0.076784912
885,Curry indian mackerel,OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (80g),83.94,1.36,13.44,2.72,2.11,0.44,40,111.2,4.197,0.453333333,17.92,4.25,10.55,1.76,13.33333333,4.633333333,1.445009794,3.405959596,0.655370328,1.203166872,0.040712468
886,Curry mutton canned,MEAT AND MEAT PRODUCTS,Mutton and lamb,Can (167g),362.42,7.68,18.04,28.89,18.2,1.67,78.16,708.08,18.121,2.56,24.05333333,45.140625,91,6.68,26.05333333,29.50333333,0.457714195,25.94313763,1.356787701,0.373254418,0.432420296
887,Curry potato [DO NOT USE],MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (153.13g),791.68,35.04,28.64,59.58,14.32,13.93,12.25,669.02,39.584,11.68,38.18666667,93.09375,71.6,55.72,4.083333333,27.87583333,1.54635353,43.21531566,1.064836282,1.312066358,0.891782667
888,Custard apple,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (145g),113.1,24.36,2.9,0.44,0.15,3.63,0,1.45,5.655,8.12,3.866666667,0.6875,0.75,14.52,0,0.060416667,3.063709464,3.095366162,0.465118882,5.687697364,0.00658584
889,Custard cream puff,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (110g),272.8,26.73,5.28,16.06,9.57,1.32,92.73,213.4,13.64,8.91,7.04,25.09375,47.85,5.28,30.91,8.891666667,0.276154754,14.74180556,1.006953931,0.243257919,0.240383176
890,Custard powder,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (9g),34.2,8.31,0.04,0.09,0.01,0.01,0,10.53,1.71,2.77,0.053333333,0.140625,0.05,0.04,0,0.43875,0.037531911,1.532518939,0.565505144,0.084896722,0.001347104
891,Cuttlefish ball deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (30g),55.2,3.84,3.45,2.88,1.14,0.63,45.6,218.7,2.76,1.28,4.6,4.5,5.7,2.52,15.2,9.1125,0.509448076,5.259924242,1.398916022,0.434510642,0.043107319
892,Cuttlefish finger,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (13g),23.14,1.81,1.74,0.99,0.4,0.18,3.77,196.95,1.157,0.603333333,2.32,1.546875,2,0.72,1.256666667,8.20625,0.53473513,3.781950758,1.753338321,0.481778142,0.014818141
893,Cuttlefish porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (570g),473.1,98.04,9.69,5.13,2.28,2.28,5.7,1088.7,23.655,32.68,12.92,8.015625,11.4,9.12,1.9,45.3625,0.466398493,29.73331439,1.205975031,0.535487594,0.076784912
894,Cuttlefish cooked,FISH AND FISH PRODUCTS,Others (squids algae plankton etc),Cup (200g),316,3.28,64.96,2.8,0.47,0,448,1488,15.8,1.093333333,86.61333333,4.375,2.35,0,149.3333333,62,0.93463836,22.85590909,1.360470779,0.754855109,0.041909894
895,Cuttlefish in brine,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (6g),3.54,0,0.68,0.08,0.04,0,4.32,7.38,0.177,0,0.906666667,0.125,0.2,0,1.44,0.3075,0.725449405,0.4775,0.405692438,0.853534165,0.001197426
896,Cuttlefish raw,FISH AND FISH PRODUCTS,Others (squids algae plankton etc),Cube/Square (6g),4.56,0.01,0.95,0.08,0.03,0,6.66,5.76,0.228,0.003333333,1.266666667,0.125,0.15,0,2.22,0.24,0.824301513,0.456212121,0.371508242,0.892647404,0.001197426
897,Daging masak merah,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (155g),305.01,18.71,24.3,14.46,7.41,1.69,71.86,780.86,15.2505,6.236666667,32.4,22.59375,37.05,6.76,23.95333333,32.53583333,0.844120096,20.77289141,1.278292447,0.719921316,0.216434665
898,Daging rempah,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (146.11g),352.13,5.11,26.15,25.28,14.17,3.07,97.89,675.03,17.6065,1.703333333,34.86666667,39.5,70.85,12.28,32.63,28.12625,0.780808876,23.12268939,1.24272106,0.631938848,0.378386469
899,Dahi Bhalla deep-fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-23cm (533g),575.64,58.63,33.05,23.45,8.1,17.59,63.96,1481.74,28.782,19.54333333,44.06666667,36.640625,40.5,70.36,21.32,61.73916667,1.700098069,38.10114268,1.279334587,1.502242226,0.35099536
900,Daiquiri,BEVERAGES,Alcoholic beverages,Glass (250ml) (60g),111.6,4.08,0.06,0.06,0,0,0,3,5.58,1.36,0.08,0.09375,0,0,0,0.125,0.024424091,0.900795455,0.136899005,0.028045574,0.000898069
901,Dakgalbi with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (450g),556.29,77.58,33.12,12.33,2.12,4.14,55.31,658.4,27.8145,25.86,44.16,19.265625,10.6,16.56,18.43666667,27.43333333,1.355478718,24.80147096,0.860728833,1.440834317,0.184553211
902,Danish pastry,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Piece (54g),224.64,24.35,4.48,11.88,7.28,0.92,30.24,160.92,11.232,8.116666667,5.973333333,18.5625,36.4,3.68,10.08,6.705,0.326404011,11.59583333,0.947991607,0.299713844,0.177817692
903,Date Chinese black dried,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Whole (2.22g),5.06,1.21,0.04,0.01,0,0.06,0,0.14,0.253,0.403333333,0.053333333,0.015625,0,0.24,0,0.005833333,0.437284859,0.479880051,0.382984877,2.266580811,0.000149678
