,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T'c,Health,Taste,image
977,Durain dodol,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (14g),41.44,7.66,0.56,0.95,0.32,0.88,0,8.4,2.072,2.553333333,0.746666667,1.484375,1.6,3.52,0,0.35,1.424605198,0.57506831,44,15,
979,Durian cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (90g),196.2,13.14,3.87,14.22,9.36,1.62,40.5,108,9.81,4.38,5.16,22.21875,46.8,6.48,13.5,4.5,0.364665808,0.983898887,11,30,
982,Durian puff,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (30g),76.5,6.87,1.41,4.83,2.9,0.78,22.8,68.7,3.825,2.29,1.88,7.546875,14.5,3.12,7.6,2.8625,0.390600033,0.941203486,12,28,
983,Durian wafer,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (18g),76.5,13.19,1.26,2.07,1.1,0.31,0.54,5.04,3.825,4.396666667,1.68,3.234375,5.5,1.24,0.18,0.21,0.474067952,0.630605276,15,17,
987,Eclair chocolate commercial,CEREAL AND CEREAL PRODUCTS,Cakes and pastries(eg cakes mixescroissants),Piece (70g),273.3,22.89,4.41,18.34,12.39,2.03,68.6,113.4,13.665,7.63,5.88,28.65625,61.95,8.12,22.86666667,4.725,0.313081097,0.953897137,10,29,
988,Economic fried bee hoon,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (199g),250.18,45.77,5.57,4.98,2.39,3.58,5.97,819.88,12.509,15.25666667,7.426666667,7.78125,11.95,14.32,1.99,34.16166667,0.706496571,1.438170475,22,47,
989,Economic fried kway teow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-16cm (200g),278,50.4,6.6,5.8,2.66,1.6,0,1062,13.9,16.8,8.8,9.0625,13.3,6.4,0,44.25,0.421307262,1.612034777,13,54,
990,Ee mee noodles with tofu and mixed vegetables,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (500g),470,41.5,18,25.5,10.4,3,0,1140,23.5,13.83333333,24,39.84375,52,12,0,47.5,0.652173913,1.392431973,20,45,
991,Eel grilled Japanese style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (96g),296.83,3.49,23.16,21.14,6.48,0,82.46,565.34,14.8415,1.163333333,30.88,33.03125,32.4,0,27.48666667,23.55583333,0.767753624,1.238438579,24,40,
992,Egg banjo,OTHER MIXED ETHNIC DISHES,Cereal based dishes,Piece (180g),372.56,41.4,13.68,16.92,5.22,0,0,412.2,18.628,13.8,18.24,26.4375,26.1,0,0,17.175,0.584933758,1.013298102,18,31,
993,Egg foo yong,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,Plate-23cm (256g),660.48,5.63,29.95,57.6,28.16,1.54,847.36,947.2,33.024,1.876666667,39.93333333,90,140.8,6.16,282.4533333,39.46666667,0.231284826,1.292753541,7,42,
994,Egg mayonnaise sandwich,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (108g),260,34.3,10.4,9.1,1.8,1.61,147.66,350,13,11.43333333,13.86666667,14.21875,9,6.44,49.22,14.58333333,0.514402218,0.992603716,16,30,
995,Egg McMuffin McDonalds',FAST FOODS,All fast food outlets in alphabetical order,Whole (137g),290.44,26,17.81,13,4.6,2,150.7,720.62,14.522,8.666666667,23.74666667,20.3125,23,8,50.23333333,30.02583333,0.62244246,1.289902634,19,42,
996,Egg pancake in sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,1 portion (185.35g),176.08,11.68,7.6,11.12,4.24,2.78,159.4,326.22,8.804,3.893333333,10.13333333,17.375,21.2,11.12,53.13333333,13.5925,0.526248734,1.196921788,16,38,
997,Egg powder,EGG AND EGG PRODUCTS,Others (eg turtle eggs egg substitutes),Gram (1g),4.44,0.22,0.56,0.13,0.04,0,5.72,8,0.222,0.073333333,0.746666667,0.203125,0.2,0,1.906666667,0.333333333,0.498841974,0.440932442,15,10,
998,Egg prata,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (130g),319.54,31.21,13,15.86,6.45,2.6,194.09,403.13,15.977,10.40333333,17.33333333,24.78125,32.25,10.4,64.69666667,16.79708333,0.491292364,1.040269574,15,32,
999,Egg sambal,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,Whole (70g),66.75,3.22,4.27,4.06,1.33,0,245,464.8,3.3375,1.073333333,5.693333333,6.34375,6.65,0,81.66666667,19.36666667,0.125745333,2.142657119,4,74,
1000,Egg tart,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (64g),177.92,18.43,4.29,9.73,5.5,0.7,53.76,74.88,8.896,6.143333333,5.72,15.203125,27.5,2.8,17.92,3.12,0.328281838,0.868040883,10,26,
1001,Egg white dried,EGG AND EGG PRODUCTS,Hen eggs,Gram (1g),3.82,0.08,0.81,0,0,0,0,12.8,0.191,0.026666667,1.08,0,0,0,0,0.533333333,1.539844115,0.437286382,48,9,
1002,Egg yolk powder,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Egg based dishes,Packet (422g),2304.12,59.08,176.4,151.08,48.78,0,1287.1,1945.42,115.206,19.69333333,235.2,236.0625,243.9,0,429.0333333,81.05916667,0.659427812,0.974147356,20,30,
1006,Egg duck yolk salted,EGG AND EGG PRODUCTS,Duck eggs (eg salted century),Whole (17g),96.56,0,3.88,9.01,3.15,0,358.7,52.19,4.828,0,5.173333333,14.078125,15.75,0,119.5666667,2.174583333,0.090241425,0.986771238,3,30,
1009,Egg hen poached,EGG AND EGG PRODUCTS,Hen eggs,Whole (50g),74.93,0.15,6.15,5.6,1.7,0,214,43.5,3.7465,0.05,8.2,8.75,8.5,0,71.33333333,1.8125,0.237139852,0.8158324,7,24,
1010,Egg hen scrambled with whole milk butter and pepper,EGG AND EGG PRODUCTS,Hen eggs,Tablespoon (20.55g),33.5,0.08,2.14,2.77,1.23,0,64.53,28.98,1.675,0.026666667,2.853333333,4.328125,6.15,0,21.51,1.2075,0.225941523,0.818033135,7,24,
1011,Egg hen white hard boiled,EGG AND EGG PRODUCTS,Hen eggs,Whole (29g),14.14,0.12,3.36,0,0,0,0,47.27,0.707,0.04,4.48,0,0,0,0,1.969583333,3.010574889,0.588404549,93,15,
1013,Egg hen whole hard boiled,EGG AND EGG PRODUCTS,Hen eggs,Whole (55g),83.08,0.17,7.26,6,1.82,0,235.95,67.65,4.154,0.056666667,9.68,9.375,9.1,0,78.65,2.81875,0.252650301,0.857299714,8,25,
1015,Egg hen yolk hard boiled,EGG AND EGG PRODUCTS,Hen eggs,Whole (17g),58.91,0.03,2.74,5.39,1.63,0,212.5,7.99,2.9455,0.01,3.653333333,8.421875,8.15,0,70.83333333,0.332916667,0.109679857,0.825049699,3,24,
1017,Egg lower cholesterol,HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Eggs & egg products,Whole (60g),68.4,0,8.34,3.84,1.32,0,120.6,63,3.42,0,11.12,6,6.6,0,40.2,2.625,0.516296778,0.72586727,16,20,
1019,Egg scrambled McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Whole (94g),199.28,1.97,13.01,15.21,5.78,0.19,400.44,210.56,9.964,0.656666667,17.34666667,23.765625,28.9,0.76,133.48,8.773333333,0.247677423,1.039347898,8,32,
1021,Eggplant tempura,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Piece (44g),117.92,5.46,1.1,10.21,4.49,0.75,0,12.76,5.896,1.82,1.466666667,15.953125,22.45,3,0,0.531666667,0.353482982,0.927954318,11,28,
1024,Eggplant with batter fried herbal restaurant,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,1 portion (166g),473.1,27.72,2.82,39.18,13.94,4.15,0,114.54,23.655,9.24,3.76,61.21875,69.7,16.6,0,4.7725,0.472616081,1.021593444,15,32,
1025,Eggplant with minced meat stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (100.1g),171.17,2.12,4.7,16.02,5.6,0.61,29.38,184.78,8.5585,0.706666667,6.266666667,25.03125,28,2.44,9.793333333,7.699166667,0.39148617,1.195428417,12,38,
1032,Filet-o-fish McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Whole (136g),350.88,40,13.6,15,5.6,2,14.96,670.48,17.544,13.33333333,18.13333333,23.4375,28,8,4.986666667,27.93666667,0.70035882,1.189825073,22,38,
1033,Fillet Burger KFC,FAST FOODS,All fast food outlets in alphabetical order,Whole (135g),349.65,30.29,17.55,17.4,6.1,1.89,39.15,716.85,17.4825,10.09666667,23.4,27.1875,30.5,7.56,13.05,29.86875,0.757127247,1.233302182,23,39,
1034,Firni,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-20cm (136.08g),202.76,22.18,7.08,9.53,5.14,2.72,28.58,78.93,10.138,7.393333333,9.44,14.890625,25.7,10.88,9.526666667,3.28875,0.895473237,0.785770594,28,23,
1035,Fish and chicken dinner Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (110g),224.26,17.49,8.58,13.2,4.18,0.88,13.2,496.1,11.213,5.83,11.44,20.625,20.9,3.52,4.4,20.67083333,0.582338332,1.319245431,18,43,
1036,Fish and chips,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Plate-23cm (268g),849.56,76.92,28.68,47.44,20.1,4.56,120.6,624.44,42.478,25.64,38.24,74.125,100.5,18.24,40.2,26.01833333,0.597017297,0.977168994,19,30,
1037,Fish and fryer Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (111g),270.87,20.31,13.65,15.21,6.44,0.09,33.3,642.69,13.5435,6.77,18.2,23.765625,32.2,0.36,11.1,26.77875,0.504485039,1.349906654,16,44,
1038,Fish ball mee pok dry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (450g),481.5,60.3,31.05,13.5,5.72,4.95,32.85,2551.5,24.075,20.1,41.4,21.09375,28.6,19.8,10.95,106.3125,0.800775558,1.974523399,25,67,
1039,Fish ball noodles dry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (420g),474.6,70.56,24.78,10.5,4.2,5.04,54.6,2112.6,23.73,23.52,33.04,16.40625,21,20.16,18.2,88.025,0.756625646,1.742238907,23,59,
1042,Fish ball boiled,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Whole (big) (24.67g),16.33,1.13,2.44,0.22,-0.25,0.02,7.89,162.33,0.8165,0.376666667,3.253333333,0.34375,-1.25,0.08,2.63,6.76375,0.804074171,1.561819683,25,52,
1043,Fish ball deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (27.41g),23.76,0.38,3.89,0.74,0.47,0,3.02,178.17,1.188,0.126666667,5.186666667,1.15625,2.35,0,1.006666667,7.42375,0.98932356,1.480527395,31,49,
1044,Fish ball Foochow boiled,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Whole (27g),35.91,2.7,2.4,1.7,0.68,0.3,5.94,163.08,1.7955,0.9,3.2,2.65625,3.4,1.2,1.98,6.795,0.694302986,1.350262597,22,44,
1046,Fish ball vegetarian boiled,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Whole (6.75g),5.67,0.43,0.05,0.42,0.16,0.27,0,47.45,0.2835,0.143333333,0.066666667,0.65625,0.8,1.08,0,1.977083333,0.696001486,0.958710596,22,29,
1047,Fish bee hoon without milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (651g),331.36,45.44,21.16,7.23,3.32,3.19,26.69,1341.06,16.568,15.14666667,28.21333333,11.296875,16.6,12.76,8.896666667,55.8775,0.896134147,1.585041199,28,53,
1048,Fish burger,FAST FOODS,All fast food outlets in alphabetical order,Whole (132g),325,39.01,13,13,5,2.01,79,599.94,16.25,13.00333333,17.33333333,20.3125,25,8.04,26.33333333,24.9975,0.592638939,1.154870444,18,37,
1049,Fish cracker deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (1.4g),6.99,0.86,0.11,0.34,0.15,0.01,0.27,17.89,0.3495,0.286666667,0.146666667,0.53125,0.75,0.04,0.09,0.745416667,0.143854987,0.638695214,4,17,
1050,Fish cracker fried,FISH AND FISH PRODUCTS,Fish and roe,Piece (6.6g),33.07,4.09,0.54,1.62,0.7,0.05,1.24,84.35,1.6535,1.363333333,0.72,2.53125,3.5,0.2,0.413333333,3.514583333,0.199125448,1.069646912,6,33,
1052,Fish cutlet Indian style,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (95.03g),227.12,9.41,12.45,15.49,4.52,1.81,58.92,372.52,11.356,3.136666667,16.6,24.203125,22.6,7.24,19.64,15.52166667,0.817768035,1.173206756,25,37,
1053,Fish dinner Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,1 portion (85g),186.9,14.62,7.4,11.05,4.34,1.87,18.7,440.3,9.345,4.873333333,9.866666667,17.265625,21.7,7.48,6.233333333,18.34583333,0.707905505,1.329074334,22,43,
1054,Fish finger frozen uncooked,FISH AND FISH PRODUCTS,Fish and roe,Piece (27g),54,3.73,2.73,3.11,0.84,0.19,7.83,69.93,2.7,1.243333333,3.64,4.859375,4.2,0.76,2.61,2.91375,0.747738631,0.906342138,23,27,
1055,Fish finger grilled or baked,FISH AND FISH PRODUCTS,Fish and roe,Stick (23g),50.83,4.09,2.67,2.6,0,0.18,0,73.6,2.5415,1.363333333,3.56,4.0625,0,0.72,0,3.066666667,1.332505628,0.898958525,41,27,
1056,Fish floss,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Half Cup (50g),235,21.85,17,8.85,3.5,0,28,710,11.75,7.283333333,22.66666667,13.828125,17.5,0,9.333333333,29.58333333,0.734860691,1.36880818,23,45,
1057,Fish head ban mian soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (858g),868.3,84.94,63.32,30.89,12.87,12.53,184.47,2656.37,43.415,28.31333333,84.42666667,48.265625,64.35,50.12,61.49,110.6820833,1.094701287,1.398015816,34,46,
1058,Fish head bee hoon,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (557g),511.83,48.63,24.51,24.51,8.19,1.28,128.72,691.79,25.5915,16.21,32.68,38.296875,40.95,5.12,42.90666667,28.82458333,0.603868856,1.06976089,19,33,
1059,Fish masak pedas,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (115.15g),126.05,2.99,12.67,7.02,3.45,2.42,102.48,741.57,6.3025,0.996666667,16.89333333,10.96875,17.25,9.68,34.16,30.89875,0.739639568,1.966211239,23,67,
1060,Fish ngoh hiang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (140g),407.4,38.78,7,24.92,9.77,2.1,62.72,809.2,20.37,12.92666667,9.333333333,38.9375,48.85,8.4,20.90666667,33.71666667,0.320834037,1.356923233,10,44,
1061,Fish patty breaded fried,FISH AND FISH PRODUCTS,Fish and roe,Piece (91g),211.12,14.99,13.34,11.18,2.57,0.46,30.94,484.12,10.556,4.996666667,17.78666667,17.46875,12.85,1.84,10.31333333,20.17166667,0.815404457,1.266991261,25,41,
1062,Fish porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (559g),210.74,32.42,13.98,2.8,-5.59,0.01,22.36,1347.19,10.537,10.80666667,18.64,4.375,-27.95,0.04,7.453333333,56.13291667,0.792079819,2.117632291,25,73,
1064,Fish roe fresh,FISH AND FISH PRODUCTS,Fish and roe,Tablespoon (19g),27.34,0.15,4.26,1.08,0.25,0,61.18,27.74,1.367,0.05,5.68,1.6875,1.25,0,20.39333333,1.155833333,0.563029304,0.5489197,17,14,
1065,Fish roe red,FISH AND FISH PRODUCTS,Fish and roe,Tablespoon (19g),28.65,0,3.67,1.56,0.38,0,68.02,353.4,1.4325,0,4.893333333,2.4375,1.9,0,22.67333333,14.725,0.293148551,2.48886605,9,87,
1067,Fish sandwich platter Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,Plate-23cm (1g),2.1,0.21,0.08,0.11,0.02,0,0,3.51,0.105,0.07,0.106666667,0.171875,0.1,0,0,0.14625,0.186791902,0.420660222,6,9,
1068,Fish slice porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (730g),454.86,75.19,25.55,5.77,2.77,3.58,7.3,1285.53,22.743,25.06333333,34.06666667,9.015625,13.85,14.32,2.433333333,53.56375,1.011172636,1.258186623,31,40,
1069,Fish slices fried,FISH AND FISH PRODUCTS,Fish and roe,1 portion (167g),392.45,26.55,21.38,22.3,10.2,2.84,45.09,910.15,19.6225,8.85,28.50666667,34.84375,51,11.36,15.03,37.92291667,0.748263782,1.331692486,23,43,
1070,Fish tikka,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Plate-20cm (99g),127.71,0.59,22.87,3.76,1.35,0.4,21.78,413.82,6.3855,0.196666667,30.49333333,5.875,6.75,1.6,7.26,17.2425,2.072832947,1.091625072,64,34,
1071,Fish tofu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (16.4g),28.04,1.98,1.36,1.64,0.23,0.2,1.97,85.94,1.402,0.66,1.813333333,2.5625,1.15,0.8,0.656666667,3.580833333,0.774387736,1.08112768,24,34,
1072,Fish battered deep fried commercial,FISH AND FISH PRODUCTS,Fish and roe,Piece (146g),439.46,21.32,22.19,29.64,14.45,0.44,59.86,458.44,21.973,7.106666667,29.58666667,46.3125,72.25,1.76,19.95333333,19.10166667,0.552380806,1.073824257,17,33,
1073,Fish battered frozen oven fried,FISH AND FISH PRODUCTS,Fish and roe,Piece (65g),174.2,7.09,8,12.55,5.33,0.33,17.55,208,8.71,2.363333333,10.66666667,19.609375,26.65,1.32,5.85,8.666666667,0.561859038,1.089400051,17,34,
1074,Fish breaded fried Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,Piece (85g),170,11.99,11,11,2.5,5,30.01,470,8.5,3.996666667,14.66666667,17.1875,12.5,20,10.00333333,19.58333333,1.601128628,1.414479001,50,46,
1075,Fish crumbed frozen oven fried,FISH AND FISH PRODUCTS,Fish and roe,Piece (65g),152.1,8.84,7.67,9.43,3.77,0.39,14.95,286,7.605,2.946666667,10.22666667,14.734375,18.85,1.56,4.983333333,11.91666667,0.621296199,1.190151809,19,38,
1076,Fish curry goa,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (152g),308.56,8.51,19.46,21.89,7.8,5.32,41.04,1237.28,15.428,2.836666667,25.94666667,34.203125,39,21.28,13.68,51.55333333,0.969178907,1.783874246,30,60,
1077,Fish curry prepared with low fat yoghurt,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (273.3g),210.44,9.29,21.86,9.57,4.78,3.83,54.66,306.1,10.522,3.096666667,29.14666667,14.953125,23.9,15.32,18.22,12.75416667,1.625680478,0.887946138,50,26,
1078,Fish curry prepared with yoghurt,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (283.48g),232.45,6.8,24.95,11.62,6.24,3.69,59.53,337.34,11.6225,2.266666667,33.26666667,18.15625,31.2,14.76,19.84333333,14.05583333,1.522672728,0.906925264,47,27,
1079,Fish head boiled,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,1 portion (759g),667.92,4.55,147.25,6.83,1.21,0,242.88,986.7,33.396,1.516666667,196.3333333,10.671875,6.05,0,80.96,41.1125,2.989731548,0.527570265,93,13,
1080,Fish maw. soaked,FISH AND FISH PRODUCTS,Fish and roe,Packet (111g),130.98,0.56,14.65,7.77,5.43,0,13.32,16.65,6.549,0.186666667,19.53333333,12.140625,27.15,0,4.44,0.69375,1.2197238,0.619861852,38,16,
1081,Fish nugget deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Piece (15.2g),43.02,3.91,1.58,2.36,0.82,0.35,1.22,254.6,2.151,1.303333333,2.106666667,3.6875,4.1,1.4,0.406666667,10.60833333,0.448181094,1.755038484,14,59,
1082,Fish soup with eggplant tamarind and pepper,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (277.84g),227.83,6.25,26.95,10.56,3.5,3.83,88.35,1521.17,11.3915,2.083333333,35.93333333,16.5,17.5,15.32,29.45,63.38208333,1.0366474,2.199413128,32,76,
1090,Flour arrowroot,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (9g),31.28,7.61,0.01,0.02,0,0.08,0,0.18,1.564,2.536666667,0.013333333,0.03125,0,0.32,0,0.0075,0.156946002,0.491020777,5,12,
1091,Flour atta,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (148g),529.84,111.59,15.69,2.37,0.44,15.24,0,45.88,26.492,37.19666667,20.92,3.703125,2.2,60.96,0,1.911666667,3.071727295,0.5050094,95,12,
1093,Flour corn,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (8g),28.4,6.8,0.04,0.11,0.03,0.04,0,0.88,1.42,2.266666667,0.053333333,0.171875,0.15,0.16,0,0.036666667,0.105300945,0.505058331,3,12,
1094,Flour gluten,CEREAL AND CEREAL PRODUCTS,Grains and flours,Gram (1g),3.78,0.46,0.41,0.02,0,0.01,0,0.02,0.189,0.153333333,0.546666667,0.03125,0,0.04,0,0.000833333,1.083634654,0.335217184,34,6,
1095,Flour rice,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (126g),468.72,106.72,7.56,1.26,0.25,1.26,0,3.78,23.436,35.57333333,10.08,1.96875,1.25,5.04,0,0.1575,0.588853004,0.565768278,18,14,
1097,Flour tapioca,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Cup (124g),445.16,117.8,1.24,0.12,0,1.12,0,4.96,22.258,39.26666667,1.653333333,0.1875,0,4.48,0,0.206666667,0.232697814,0.62807432,7,17,
1098,Flour wheat high protein,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (140g),492.8,102.48,17.64,1.4,0.28,5.32,0,16.8,24.64,34.16,23.52,2.1875,1.4,21.28,0,0.7,1.775779065,0.509859713,55,12,
1099,Flour wheat white,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (140g),483,97.44,18.34,2.24,0.42,5.32,0,8.4,24.15,32.48,24.45333333,3.5,2.1,21.28,0,0.35,1.871305003,0.508259534,58,12,
1100,Flour wheat white self raising,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (120g),426.02,86.52,12.96,1.44,0.24,4.56,0,831.6,21.301,28.84,17.28,2.25,1.2,18.24,0,34.65,1.00961136,1.011967122,31,31,
1102,Frankfurter beef simmered,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (75g),185.89,2.55,10.73,14.93,5.7,1.35,43.5,577.5,9.2945,0.85,14.30666667,23.328125,28.5,5.4,14.5,24.0625,0.633301664,1.581005671,20,53,
1103,Frankfurter chicken precooked,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),Piece (11.78g),30.29,0.8,1.52,2.3,0.65,0.01,11.9,161.39,1.5145,0.266666667,2.026666667,3.59375,3.25,0.04,3.966666667,6.724583333,0.308586254,1.538490894,10,51,
1104,Frankfurter turkey,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),Whole (45g),101.85,0.68,6.44,7.97,2.25,0,48.15,641.7,5.0925,0.226666667,8.586666667,12.453125,11.25,0,16.05,26.7375,0.355542172,2.212441402,11,76,
1105,French beans cooked with sambal chilli,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-20cm (181.58g),185.21,6.08,5.27,15.43,9.84,3.07,33.41,542.56,9.2605,2.026666667,7.026666667,24.109375,49.2,12.28,11.13666667,22.60666667,0.51185044,1.585711779,16,53,
1106,French fries large McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Packet (140g),441,55.01,5.6,21.99,8.9,5,0,350,22.05,18.33666667,7.466666667,34.359375,44.5,20,0,14.58333333,0.684484613,0.985222891,21,30,
1107,French fries large salted Burger King,FAST FOODS,All fast food outlets in alphabetical order,Packet (144g),476.64,53.54,5.76,25.06,4.49,4.18,0,419.04,23.832,17.84666667,7.68,39.15625,22.45,16.72,0,17.46,0.737685273,1.01435434,23,31,
1108,French fries Long John Silver's,FAST FOODS,All fast food outlets in alphabetical order,1 portion (85g),250,28,3,15,2.5,3,0,500,12.5,9.333333333,4,23.4375,12.5,12,0,20.83333333,0.715253319,1.342265245,22,44,
1109,French fries medium McDonald's,FAST FOODS,All fast food outlets in alphabetical order,Packet (116g),373.52,47,3.48,19,7.6,4,0,290,18.676,15.66666667,4.64,29.6875,38,16,0,12.08333333,0.604245903,0.989482906,19,30,
1110,French fries medium salted Burger King,FAST FOODS,All fast food outlets in alphabetical order,Packet (103g),340.93,38.3,4.12,17.92,3.51,2.99,0,311.06,17.0465,12.76666667,5.493333333,28,17.55,11.96,0,12.96083333,0.710671473,1.012215357,22,31,
1111,French fries Popeyes,FAST FOODS,All fast food outlets in alphabetical order,1 portion (88g),281.6,30.8,3.52,14.96,6.16,2.64,6.16,580.8,14.08,10.26666667,4.693333333,23.375,30.8,10.56,2.053333333,24.2,0.462932988,1.300066313,14,42,
1112,French fries regular KFC,FAST FOODS,All fast food outlets in alphabetical order,Packet (85g),273.7,32.5,3.4,14.6,6.8,3.74,0,62.05,13.685,10.83333333,4.533333333,22.8125,34,14.96,0,2.585416667,0.789477398,0.836592861,24,25,
